doc_id,stock_name,section_type,quality_issue,page_no,evidence_preview,human_check_status,review_notes
1219865454,深振业A,dividend,ok,1,公司需遵守《深圳证券交易所上市公司自律监管指引第 3 号—行业信息披露》中房地产业的披露要求。 公司已在本报告中详细描述可能存在的相关风险及应对措施，敬请查阅第三节管理层讨论与分析中“公司未来发展的展望”有关内容。 公司经本次董事会审议通过,pending,candidate_from_front_matter
1219865454,深振业A,financial,ok,1,## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 □是 ☑否 追溯调整或重述原因 <table><tr><td></td><td>2023年</td><td>2022年</td><td>本年比上年增减</td><t,pending,candidate_from_heading
1219865454,深振业A,liquidity_risk,ok,1,<table><tr><td>承诺事由</td><td>承诺方</td><td>承诺类型</td><td>承诺内容</td><td>承诺时间</td><td>承诺期限</td><td>履行情况</td></tr><tr><td rowspa,pending,candidate_from_heading
1219460432,沙河股份,dividend,ok,1,公司需遵守《深圳证券交易所上市公司自律监管指引第 3 号——行业信息披露》中房地产业的披露要求 《证券时报》和巨潮资讯网(http://www.cninfo.com.cn)为本公司的指定信息披露媒体，本公司所发布信息均以上述媒体刊登的为准，,pending,candidate_from_front_matter
1219460432,沙河股份,financial,ok,1,## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 □是 否 <table><tr><td></td><td>2023年</td><td>2022年</td><td>本年比上年增减</td><td>2021年</t,pending,candidate_from_heading
1219460432,沙河股份,liquidity_risk,ok,1,## 1.行业竞争格局和发展趋势 中国房地产行业的机遇在于规模巨大，人口众多。随着中国人口老龄化加速和城镇化进程放缓，房地产业高速发展已迎来拐点。之前的“高负债、高杠杆、高周转”经营模式不可持续。尽管如此，房地产仍是中国国民经济的支柱产业，,pending,candidate_from_heading
1219769062,中洲控股,dividend,ok,1,公司负责人贾帅、主管会计工作负责人叶晓东及会计机构负责人（会计主管人员）黄薇声明：保证本年度报告中财务报告的真实、准确、完整。所有董事均已出席了审议本报告的董事会会议。 公司已在本报告中描述存在的市场风险和融资风险，敬请查阅经营层讨论与分析,pending,candidate_from_front_matter
1219769062,中洲控股,financial,ok,1,"## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 是□否 追溯调整或重述原因 会计政策变更 <table><tr><td rowspan=""2""></td><td rowspan=""2"">2023年</td><td",pending,candidate_from_heading
1219769062,中洲控股,liquidity_risk,ok,1,存量物业作为公司穿越周期的坚实基础，2024年，公司将加强资产板块经营性物业的管理和运营工作，为公司带来持续稳定的收入和现金流。 ## 6、资产板块提质增效 随着房地产行业新形势下的转变，资产板块在公司资产增值、品牌树立、贡献现金流方面发挥,pending,candidate_from_heading
1219600830,粤宏远A,dividend,ok,1,公司年度报告中部分章节涉及对于未来经营计划或经营工作安排等事项的前瞻性陈述及相应的警示性陈述，相关计划或安排的落实受多方面因素的影响，并不构成公司对投资者的实质承诺，请广大投资者及相关人士注意保持足够的风险认识，正确理解计划、预测与承诺之间,pending,candidate_from_front_matter
1219600830,粤宏远A,financial,ok,1,## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 □是 否 <table><tr><td></td><td>2023年</td><td>2022年</td><td>本年比上年增减</td><td>2021年</t,pending,candidate_from_heading
1219600830,粤宏远A,liquidity_risk,ok,1,<table><tr><td>承诺事由</td><td>承诺方</td><td>承诺类型</td><td>承诺内容</td><td>承诺时间</td><td>承诺期限</td><td>履行情况</td></tr><tr><td>首次公开发行,pending,candidate_from_heading
1219824168,渝开发,dividend,ok,1,公司需遵守《深圳证券交易所上市公司自律监管指引第 3 号——行业信息披露》中房地产业的披露要求 公司已在本报告中详细描述可能存在的相关风险及应对措施，敬请查阅本报告“第三节 管理层讨论与分析”的有关内容。 公司经本次董事会审议通过的利润分配,pending,candidate_from_front_matter
1219824168,渝开发,financial,ok,1,"## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 是 □否 追溯调整或重述原因 会计政策变更 <table><tr><td rowspan=""2""></td><td rowspan=""2"">2023年</td><",pending,candidate_from_heading
1219824168,渝开发,liquidity_risk,ok,1,<table><tr><td>承诺事由</td><td>承诺方</td><td>承诺类型</td><td>承诺内容</td><td>承诺时间</td><td>承诺期限</td><td>履行情况</td></tr><tr><td>其他承诺</,pending,candidate_from_heading
1219997738,津滨发展,dividend,ok,1,公司需遵守《深圳证券交易所上市公司自律监管指引第3 号——行业信息披露》中房地产业的披露要求 公司已在本报告中详细描述可能存在的风险因素带来的影响，敬请查阅第三节管理层讨论与分析中关于公司未来发展的讨论与分析中可能面对的风险因素内容。 公司,pending,candidate_from_front_matter
1219997738,津滨发展,financial,ok,1,## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 □是 否 <table><tr><td></td><td>2023年</td><td>2022年</td><td>本年比上年增减</td><td>2021年</t,pending,candidate_from_heading
1219997738,津滨发展,liquidity_risk,ok,1,<table><tr><td>承诺事由</td><td>承诺方</td><td>承诺类型</td><td>承诺内容</td><td>承诺时间</td><td>承诺期限</td><td>履行情况</td></tr><tr><td rowspa,pending,candidate_from_heading
1219597689,中国武夷,dividend,ok,1,本报告中涉及的未来计划、发展战略等前瞻性陈述不构成公司对投资者的实质承诺，敬请投资者对此保持足够的风险意识，并且应理解经营计划、预测与业绩承诺之间的差异。 公司已在本报告中详细描述未来将面临的主要风险和应对措施，详情请查阅本报告“第三节 管,pending,candidate_from_front_matter
1219597689,中国武夷,financial,ok,1,## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 □是 否 <table><tr><td></td><td>2023年</td><td>2022年</td><td>本年比上年增减</td><td>2021年</t,pending,candidate_from_heading
1219597689,中国武夷,liquidity_risk,ok,1,1、公司实际控制人、股东、关联方、收购人以及公司等承诺相关方在报告期内履行完毕及截至报告期末尚未履行完毕的承诺事项适用 □不适用 <table><tr><td>承诺事由</td><td>承诺方</td><td>承诺类型</td><td>承,pending,candidate_from_heading
1219445524,天保基建,dividend,ok,1,本公司年度报告中部分涉及对于未来经营计划或经营工作安排的描述，相关计划或安排的落实受多方面因素影响，并不构成公司对于投资者的实质承诺，在此提请广大投资者注意投资风险。 公司已在本年度报告中具体描述了公司经营情况、可能面对的风险因素及应对措施,pending,candidate_from_front_matter
1219445524,天保基建,financial,ok,1,## 六、主要会计数据和财务指标 公司是否需追溯调整或重述以前年度会计数据 □是 否 <table><tr><td></td><td>2023年</td><td>2022年</td><td>本年比上年增减</td><td>2021年</t,pending,candidate_from_heading
1219445524,天保基建,liquidity_risk,ok,1,公司明确了今后一个时期发展的总体战略思路是“一体两翼、两商两融、三元衍生”。即以打造卓越的“城市开发运营商、产业综合服务商”，实现“建营并举、产城融合、双轮驱动、产融互促”为目标，以“做强城市地产开发”为一体，以“做优产业运营服务、做精产融,pending,candidate_from_heading
1219854998,华远地产,dividend,ok,1,三、 立信会计师事务所（特殊普通合伙）为本公司出具了标准无保留意见的审计报告。 四、 公司负责人王乐斌、主管会计工作负责人靳慧玲及会计机构负责人（会计主管人员）冀伟明声明：保证年度报告中财务报告的真实、准确、完整。 ## 五、 董事会决议通,pending,candidate_from_front_matter
1219854998,华远地产,financial,ok,1,"## 七、 近三年主要会计数据和财务指标 (一) 主要会计数据 单位：万元 币种：人民币 <table><tr><td rowspan=""2"">主要会计数据</td><td rowspan=""2"">2023年</td><td colspan",pending,candidate_from_heading
1219854998,华远地产,liquidity_risk,ok,1,单位：万元 币种：人民币 <table><tr><td>序号</td><td>地区</td><td>项目</td><td>经营业态</td><td>出租房地产的建筑面积(平方米)</td><td>出租房地产的租金收入</td><td>权益比,pending,candidate_from_heading
1219622167,大名城,dividend,ok,1,三、 天职国际会计师事务所（特殊普通合伙）为本公司出具了标准无保留意见的审计报告。 四、 公司负责人俞锦、主管会计工作负责人郑国强及会计机构负责人（会计主管人员）郑国强声明：保证年度报告中财务报告的真实、准确、完整。 ## 五、 董事会决议,pending,candidate_from_front_matter
1219622167,大名城,financial,ok,1,## 七、 近三年主要会计数据和财务指标 ## (一) 主要会计数据 单位：元币种：人民币 <table><tr><td>主要会计数据</td><td>2023年</td><td>2022年</td><td>本期比上年同期增减(%)</td,pending,candidate_from_heading
